Category,Title,Price,Image URL,Product Details,Author Name,Author Profile Link,Author Last Seen
"Екскурзии, почивки","”Еър Сий Хоум” 2-стаен лукс на топ-центъра","80 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Минимум 2 вечери! Доплаща се еднократно 30 лв за финално почистване към цената на резервацията. За 3-ти, 4-ти гост + 10 лв на вечер. Цена за 31.12 - 130 лв !!! Апартамент за нощувки в топ центъра на Варна. На крачки от Морската градина, плажа и централната улица със заведения и магазини. Намира се на 6-тия етаж в нова сграда с асансьор. Състои се от спалня с двойно легло и дневна с разтегателен диван. От спалнята има излаз на балкон. В дневната има кухня с нови електроуреди и посуда. Може да се осигури детска кошара. Доплаща се еднократно 20 лв. Пушенето абсолютно забранено! Условия при резервиране: - Настаняване: след 15:00, напускане: до 11:00. Възможно е по-ранно настаняване (след 9:30) при наличност. Изисква се запитване. - Не се дава за празненства и партита, почасово или почасова работа, която изисква посещението целодневно или денонощно на различни хора (освен поименно споменатите в резервацията) в жилищната сграда и апартамента. - При окончателно напускане на наетото жилище, ключът се оставя на място, уточнено предварително със собственика/управителя или се предава лично на него или на почистващия персонал. - Изисква се 30% невъзвръщаем депозит от цялата сума като гаранция за гостите, че жилището е резервирано за тях и като обезщетение за блокираните дати, ако откажат резервацията. - Собственикът/управителят на апартамента може да върне капарото по всяко време при неочакван наложителен ремонт на наетото жилище или при неволно дублиране на резервацията, ако не може да се осигури друг подобен апартамент. - Нито „Ес Джи Естейтс” нито собственикът на апартамента могат да бъдат подведени под отговорност поради каквито и да били директни или индиректни щети, които могат да възникнат в резултат на използването на апартамента от госта, включително, но не само до повреди на лични вещи, загуби поради пожар, нараняване, кражба или други инциденти. Всички условия и правила за наемане на жилището можете да прочетете на www.varna-shortrent.com/firmena-politika/","Теодор Русев","https://www.olx.bghttp://varna-noshtuvki.olx.bg/home/","Последно онлайн 13 ноември 2024 г."
"Екскурзии, почивки","Нощувки в центъра на Варна","30 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Предлагам нощувки в центъра на Варна,в непосредствена близост до централния булевард княз Борис 1 и до всички исторически и административни сгради и учреждения,както и до много кафенета,ресторанти,закусални и атракциони.На 12 минути от централен плаж и красивата Морска градина,на 6 минути от Централна гара.Стаите разполагат с телевизор с кабелна телевизия,климатик,интернет,хладилник,микровълнова печка,пералня. Единична стая-30лв Двойна стая-50лв Апртамент за трима-90лв Хотелски тип стая-60лв Цената за стая зависи от броят на нощувките и силата на сезона.За повече информация на посоченият телефон","димитър","https://www.olx.bg/ads/user/7Mm7/","Последно онлайн 14 ноември 2024 г."
"Екскурзии, почивки","Апартаменти за нощувки на Пампорово","180 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Напълно обзаведени, просторни и светли апартаменти, подходящи, както за кратки зимни ски почивки/ летни разхлаждащи, така и за хоум офис. Във всеки апартамент ще намерите: напълно оборудвана кухня, широка тераса, удобен ъглов диван във всекидневната, 42 инчов телевизор, бърз, оптичен интернет със самостоятелен рутер. Зимата температурата в апартамента е поддъжана с локално парно и не пада под 23 градуса, лятото е прохладно с температури в апартаментите около 22 градуса. В сградата разполагате с безплатен достъп до: голям детски кът, лятна тераса с батут, релакс зона с джакузи, класическа сауна, инфрачервена сауна, контрастни вани за ходила; пералня и сушилня, голям паркинг. Срещу допълнително заплащане имате на разположение: билярд и джага, дърва за камините, различни маршрути с офроуд джипове през лятото и моторни шейни през зимата. Ще се радваме да сте наши гости!","Милена","https://www.olx.bg/ads/user/cTz4/","Последно онлайн днес в 14:12 ч."
"Екскурзии, почивки","Двустаен апартамент в Поморие до Роуз гардън","80 лв.По договаряне","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Апартаментът е разположен в старата част на град Поморие, ул. Европа на 30 метра от плажа и 550 м. от центъра, срещу Айвазовски парк, Роуз гардън (Rose Gardens) и Гранд хотел Поморие (Grand hotel Pomorie) , в близост до ресторанти и магазини. Разположен е на 1-ви жилищен етаж, над гаражи - в сграда с асансьор. Има две отделни стаи: спалня, хол с кухня, антре, баня и тераса с маса и столове. Разполага с два климатика, два телевизора, хладилник, фурна, керамичен котлон, аспиратор, микровълнова печка, сешоар, ютия, дъска за гладене, посуда, спално бельо, хавлии. Осигурени са Wifi интернет и телевизия. Може да се осигури детско креватче/кошарка при необходимост.* Гарантираме за чистота, тишина и всички удобства. * Максималният капацитет на апартамента е за 4 човека (2+2). * Не се допускат домашни любимци. За повече информация, моля посетете нашата фейсбук страница: facebook.com/Radost-Apartments-Pomorie-223583453455","Тодор Александров","https://www.olx.bg/ads/user/zx8h/","Последно онлайн днес в 14:11 ч."
"Екскурзии, почивки","Студио ”Жаклин” Поморие","85 лв.По договаряне","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Свободни дати 08.06-18.06.24 г. Включително 16.07-21.07; 28.07-31.07; и 24.08-31.08 вкл. Както и от 01.09.2024 г. Студио Жаклин се намира на 100 м от източния плаж и много близо до центъра на ул. ""България"" #13 в стария град. Разположено е на втори жилищен етаж с площ 41 м², в сграда с асансьор. Има капацитет до трима човека. Студиото се състои от една стилно обзаведена стая със спалня и разтегателен фотьойл, кухненски бокс, входно антре, просторна тераса и баня с душ кабина и тоалетна. Помещението е оборудвано с климатик, безжичен интернет, хладилник, ютия, сешоар, керамичен плот с котлони, микровълнова фурна, кафе машина, електрическа кана, домакински съдове, спално бельо, хавлии и всичко необходимо за комфорта на Вашата почивка. Разположението му е много удобно – на крачки от морето, в непосредствена близост до станцията на Софарма, също така и на пешеходно разстояние до главната морска алея, магазини и ресторанти.","Тодор Александров","https://www.olx.bg/ads/user/zx8h/","Последно онлайн днес в 14:11 ч."
"Екскурзии, почивки","Каравана Под Наем ,,Антоанет'' на Къмпинг Градина","100 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Очакваме Ви в каравана ""Антоанет"", намираща се на къмпинг Кайт Градина. Караваната разполага с просторна и уютна веранда, оборудвана с всичко необходимо за вашия престой. Две спални, възглавници и олекотени завивки. Не предлагаме чаршафи и хавлии. За ваше удобство има оборудвана кухня с газов котлон, барбекю и посуда, както и зона за релакс с телевизор. За ваше удобство караваната разполага със собствена външна баня и тоалетна. от 1до 15 май- 100ЛВ. От 16 до 31 май- 130ЛВ. От 1 до 15 юни- 150ЛВ. От 16 до 30 юни- 180ЛВ. От 1 юли до 31 август- 220ЛВ. От 1 септем. до 15 септември- 150ЛВ. От 15 септември до 30 септември- 130лв. телефон: 08******77 Романо.","Румен Стоянов","https://www.olx.bg/ads/user/6cEok/","Последно онлайн днес в 13:18 ч."
"Екскурзии, почивки","Каравана Мари на къмпинг Градина- Кайт","100 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Очакваме ви в караван Мари, намираща се на къмпинг Кайт-Градина. Караваната разполага с просторна и уютна веранда, оборудвана с всичко необходимо за вашия престой. Две френски спални, възглавници и олекотени завивки. Не предлагаме чаршафи и хавлии. За ваше удобство има оборудвана кухня с газов котлон, барбекю и посуда, както и зона за релакс с телевизор. За ваше удобство, караваната разполага със собственна външна баня- тоалетна. От 1 до 15 май - 100 лв От 16 до 31 май -130лв От 1 до 15 юни - 150 лв От 16 до 30 юни 180 лв От 1 юли до 31 август - 220 лв. От 1-15 септември - 150лв. От 16 септември до 30 септември 130лв телефон- 08******77 Романо.","Румен Стоянов","https://www.olx.bg/ads/user/6cEok/","Последно онлайн днес в 13:18 ч."
"Екскурзии, почивки","Просторен апартамент за Нощувки до четирима души в Студентски град","70 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Самостоятелен апартамент 35 лв почасово или 70 лв за нощувка. Предлагаме и подземно паркомясто с топла връзка на цена от 10 лв. Всичко необходимо за дългосрочен или краткосрочен престой. Много подходящ за настаняване на семейства. Дивана е разтегателен и удобен за спане. Отоплението е на климатик. За резервации позвънете на посочения телефон. АДРЕС ул. Акад Борис Стефанов 38","Тиара Имоти","https://www.olx.bghttp://noshtuvki.olx.bg/home/","Последно онлайн днес в 05:22 ч."
"Екскурзии, почивки","""Гларус"" 3-стаен ап. до Морската градина","130 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Минимум 3 нощувки! Към общата цена за нощувки се добавя 40 лв за финално почистване и пране на спално бельо! Апартамент за нощувки до Спортна зала, ВИНС, Морско училище и Морската градина. Състои се от дневна, 2 спални, 2 бани + wc, балкон. Едната спалня е с двойно легло и баня+wc към нея, другата е с двойно легло и разтегателен диван, удобен за 1 гост. В дневната има обзаведена кухня с всичко необходимо за готвене и хранене. В коридора има друга баня+wc. Намира се на 3-ти етаж. В сградата няма асансьор. Разрешено за домашни любимци до 10 кг. Доплаща се 50 лв еднократна такса! 3-те стаи са с климатици. Цена за 31.12 - 190 лв (минимум 2 вечери) Условия при резервиране: - Пушенето абсолютно забранено! - Настаняване: след 15:00, напускане: до 11:00. Възможно е по-ранно настаняване (след 9:30) при наличност. Изисква се запитване. - Не се дава за празненства и партита, почасово или почасова работа, която изисква посещението целодневно или денонощно на различни хора (освен поименно споменатите в резервацията) в жилищната сграда и апартамента. - При окончателно напускане на наетото жилище, ключът се оставя на място, уточнено предварително със собственика/управителя или се предава лично на него или на почистващия персонал. - Изисква се 30% невъзвръщаем депозит от цялата сума като гаранция за гостите, че жилището е резервирано за тях и като обезщетение за блокираните дати, ако откажат резервацията. - Собственикът/управителят на апартамента може да върне капарото по всяко време при неочакван наложителен ремонт на наетото жилище или при неволно дублиране на резервацията, ако не може да се осигури друг подобен апартамент. - Нито „Ес Джи Естейтс” нито собственикът на апартамента могат да бъдат подведени под отговорност поради каквито и да били директни или индиректни щети, които могат да възникнат в резултат на използването на апартамента от госта, включително, но не само до повреди на лични вещи, загуби поради пожар, нараняване, кражба или други инциденти. Всички условия и правила за наемане на жилището можете да прочетете на www.varna-shortrent.com/firmena-politika/","Теодор Русев","https://www.olx.bghttp://varna-noshtuvki.olx.bg/home/","Последно онлайн 13 ноември 2024 г."
"Екскурзии, почивки","нощувки Плевен - Апартамент Краси 1 , Идеален център","80 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Напълно обзаведен самостоятелен апартамент след основен ремонт на първия етаж в идеалния център на гр. Плевен. Напълно оборудвана кухня, пералня, баня с тоалетна, 2 спални, всекидневна, антре, тераса, 3 телевизора, 3 климатика, безплатен WiFi, частен паркинг. Спалня 1 - легло 160/200, спалня 2 - легло 120/200 и разтегателен диван. Може да се спи и в всекидневната на разтегателен диван.При краткосрочно наемане / над 10 нощувки / - цена по споразумение. Делнични дни - 80 лв. за 2 - ма нощуващи, при 3 - ма или 4 - ма нощуващи се доплаща 10 лв. на човек. Почивни дни - 80 лв. за 2 - ма нощуващи. При 3 - ма или 4 - ма нощуващи се доплаща 10 лв. на човек.","любо","https://www.olx.bg/ads/user/1Qef/","Последно онлайн 14 ноември 2024 г."
"Екскурзии, почивки","Наем на гарсониера, краткосрочно, нощувки","70 лв.По договаряне","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Свободна от 17.10.2024 г. Гарсониера в Смирненски Прадлага се краткосрочно. В близост до Гребна база, МОЛ Пловдив, Математическа гимназия, Т маркет, болница Пълмед, Каспела. Подходяща за 2+1 човека настаняване. Цена за 2 ма-70 лв, при мин 2 нощувки 80 лв на вечер за семейство с дете до 11 години. 90 лв за трима възрастни. За по-дълъг престой, отстъпка от 10 до 30 %. Разполага с кафе машина,пералня, фурна, индукционен котлон, микровълнова, принцесник, посудса,ютия,гладачна маса. 08********87","Мая","https://www.olx.bg/ads/user/20vb/","Последно онлайн 03 ноември 2024 г."
"Екскурзии, почивки","Апартамент за гости Maritza home Нощувки","90 лв.По договаряне","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","АПАРТАМЕНТЪТ НЕ СЕ ОТДАВА ЗА НЕЛЕГАЛНИ ДЕЙНОСТИ! Апартамент Maritza home се намира в гр. Пловдив, кв. Кършияка, до р. Марица в нова сграда с видеонаблюдение,контролиран достъп, луксозни общи части и асансьор. На 1,4 км. е от центъра на града, на 5 мин. с кола и 15 мин. пешеходна дистанция, на същото разстояние е и Международен панаир Пловдив, а в близост е Университет по хранителни технологии. Апартаментът разполага със спалня, всекидневна с кухненски бокс и кът за хранене, баня с тоалетна и тераса. В спалнята и всекидневната има плоскоекранни телевизори с цифрова телевизия и wi fi на територията на апартамента, както и климатик. Кухнята е напълно оборудвана, за удобство има съдомиялна машина и пералня със сушилня, както и микровълнова фурна и кафемашина. Осигурено е спално бельо и хавлии за гостите. В района паркирането е свободно и има възможност за разходка покрай реката. В близост има 2 големи супермаркета, банкомат, аптека и заведения за хранене. Абсолютно е забранено апартаментът да се ползва за шумни събирания и събития, както и за нелегални дейности! Монтирани са датчици за дим, забранено е тютюнопушенето в стаите и молим гостите да използват терасата, за да запазим чистотата и уюта на апартамента! Забранено е за домашни любимци! Желаем приятен престой в гр. Пловдив!","Маги","https://www.olx.bg/ads/user/2Hh5/","Последно онлайн 30 юни 2024 г."
"Екскурзии, почивки","Бунгало.","160 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Местоположението е във вилна зона Митков мост по южното ни Черноморие , на брега на морето в близост до Черноморец. Разстоянието до плажа е, по-малко от 30 метра. Мястото е много подходящ за почивка с деца. Разположение : две спални във всяка спалня има 4 спални места. В едната спалня има двойно легло с размери 140/200 см. и едно разтегателно легло в другата спалня има спалня 160/200 см. и две малки легла 90/200 см. Всяка от спалните е с климатик и със собствен санитарен възел ( баня и тоалетна ). Хол с кухненски бокс (с климатик). Кът за релакс, 1 телевизор , напълно оборудвана кухня (чаши, чинии, посуда, печка с 4 котлона, хладилник с фризер, кафеавтомат с включено кафе, микровълнова печка, ел. скара, барбекю), пералня, възглавници, олекотени завивки, спално бельо, кърпи, самостоятелен двор с маса за хранене , паркомясто. Информация за мястото: Вилната зона е разположена на 20 км южно от Бургас и на 4 км. от Черноморец. В зоната е забранено слушането на силна музика след 23:00 ч.! Настаняването се извършва след 14:00 ч. Напускането е до 11:00 ч. Лице за контакт - Таня 08******77 Цена за нощувка: От 01.06 до 14.06 - 120лв. От 15.06 до 15.09 - 160 лв. От 16.09 до 30.09 - 120лв. Обявената цена е за 4-ри човека, за всеки следващ се доплаща - по 30 лв. Могат да се настанят комфортно 8 човека. Резервации се правят минимум за 5 нощувки. Резервацията се счита за потвърдена при превод на 50% от общата сума по банков път , паричен превод в Еконт или ИзиПей.","Таня","https://www.olx.bg/ads/user/kbyK/","Последно онлайн 08 ноември 2024 г."
"Екскурзии, почивки","Обзаведена Къща под Наем Център в гр Плевен 3-стаен Апартамент","100 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","100лв е Цената за нущувка при минимум 3х нощувки! Самостоятелна къща в сърцето на гр. Плевен (идеален център, х-л Ростов), на пешеходно разстояние до градската градина, Медицинския Университет, болниците и двата мола. Имотът е обзаведен с всичко необходимо за живеене за 3-ма човека. Представлява трaпезария с кухня и баня на ет. 1 и две спални на ет. 2. Разполага с телевизия, пералня, миялна машина, готварска печка, кафемашина, чаршафи и кърпи Към къщата има самостоятелен двор и голяма тераса с навес","Тони","https://www.olx.bg/ads/user/brEb/","Последно онлайн 12 ноември 2024 г."
"Екскурзии, почивки","Във вила с кухня и барбекю + басейн с морска гледка в Созопол","300 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Морска почивка за 8 човека. безплатен Wi-Fi и паркинг. Къщи Сани представлява затворен комплекс от три луксозно обзаведени вили, намиращ се в престижната вилна зона Буджака. На своите гости предлага безплатен открит басейн и градина - перфектни за споделяне на незабравими мигове с приятели и безопасни детски игри. Варианти на офертата Важи за юни : 1-30 юни нощувка във вила за 8 човека на ТОП цена 300лева Важи за юли и август: 1 нощувка във вила за 8 човека на ТОП цена 400 лева* Важи за септември : 1 нощувка във вила за 8 човека на ТОП цена 300 лева* Офертата включва 1 нощувка за 8 човека Наем на самостоятелна вила Оборудван кухненски бокс Веранда с мека мебел и изглед към двора Тераси с панорама море Безплатен Wi-Fi интернет Климатици Безплатен открит басейн с невероятна морска гледка Безплатни шезлонги и чадъри Безплатно ползване на барбекю Просторна озеленена градина Безплатен паркинг Условия на офертата: За допълнителна информация и резервации се свържете с нас на тел. 08********47 Настаняване след 14:00 часа. Освобождаване до 11:00 часа Цените са за наем на вила. Максимален леглови капацитет на една вила: 8 човека . Всяка от трите вили е с капацитет 8 човека, с възможност на настаняване на още двама на допълнителни легла (доплаща се). Разполага 4 спални, всекидневна с мека мебел, холна масичка, телевизор с плосък екран, цифрова телевизия, климатик и Wi-Fi интернет. И четирите спални са просторни, оборудвани с климатици, кърпи и всичко най-необходимо за вашата приятна почивка. Три от стаите са с тераса, от която се открива невероятен изглед към морето. Към вилата има веранда с мека мебел и изглед към двора. На разположение на гостите във всяка къща е кухня, обзаведена с кухненска маса и столове, микровълнова фурна, готварска печка, 4 вградени котлона, кафе-машина, хладилник, прибори и сервизи за хранене, посуда за готвене. Мокрото помещение е снабдено с ютия и дъска за гладене, пералня. Има две бани и две тоалетни. На разположение на гостите е прекрасна градина с външно барбекю, прилежащ басейн, шезлонги и чадъри. Само на 200 м от Къщи за гости Сани се намира залив Св. Стефан, характерен с невероятния си скален бряг и високи фиорди, наподобяващи в миниатюра норвежките фиорди. Южно от вилите е разположен обширният залив Каваците, затворен от носовете Св. Христос и Св. Агалина. Брегът в дъното на залива е пясъчен с един от най-хубавите плажове в района на Созопол. От морския пясък, вятърът е формирал високи дюни по цялото протежение на брега, достигащи до 5-6 м височина, по които расте рядко срещаната пясъчна лилия. Докоснете се до магията и очарованието на това райско кътче! Къщи Сани за незабравима ваканция на море в Созопол","Андрей Радев","https://www.olx.bg/ads/user/5Eot/","Последно онлайн днес в 12:58 ч."
"Екскурзии, почивки","Къща за гости,, Хевън""","50 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","08******53 08******98 08******58 Къща за гости ,, Хевън"" на 3 км от Спа столицата на Балканите - гр. Велинград /Драгиново/ е разположена на 150 метра от най-близкия минерален басейн. Стаите са чисти и просторни с топла вода, безплатен WiFi интернет и смарт телевизори. Две от стаите разполагат с климатици. Всяка стая е със самостоятелна баня, душ и WC . Терасите към стаите са с гледка към планината. На разположение на гостите на къщата са градина, механа с камина и кухненски бокс/хладилник, фурна, ел.скари, ел.котлони, ел. кана, прибори/. Осигурени са и маси на открито в градината, където престоят да бъде спокоен и удобен. На първия етаж има кафе-пицария. Къща за гости ,, Хевън"" е на по-малко от 1 минута пеша от най-близкия магазин за хранителни стоки. Двуместна стая - 50лв / на вечер/ Триместна стая - 60лв /на вечер/ Четириместна стая с детски легла - 60лв /на вечер/","Габриела Хаджиева","https://www.olx.bg/ads/user/3OmxW/","Последно онлайн днес в 12:35 ч."
"Екскурзии, почивки","Боровец Студио в затворен комплекс","200 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Уютно студо в Комплекс Боровец Гардънс . Снабдено с всичко необходимо за комфортен престой. Спалня и две разтегателни кресла , кухненски бокс, хладилник, котлони , загряваща кана и пр.. Отдава се за мин. 3 нощувки . При интерес очакваме вашите запитвания.","Иванова","https://www.olx.bg/ads/user/gEi/","Последно онлайн днес в 12:33 ч."
"Екскурзии, почивки","Стаи под наем /Къща под наем","40 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Отдаваме под наем стаи за нощувки ,изцяло реновирани с нови санитарни възли. Две стаи с по две отделни легла , една стая с три отделни легла ,два санитарни възли. Във всяка една стая има , телевизор с цифрова телевизия , безплатен интернет, климатик,маса за хранене , бюро за работа и гардероб. С възможност за дългосрочно заемане на стаите , както самостоятелно,така и цялостно. Цената е по 20лв на човек ,като минималното настаняване е двама човека в стая. Стая с две легла 40лв. ; стая с три легла 60лв. Намрираме се на 3км от гр.Плевен , (индустриална част) в близост до болница Света Марина , стъкларски завод Рубин и още. Мястото е подходящо за настаняване на командировани работници и майстори. При интерес може да ни позвъните на телефон 08******72 или 08******94","Стаи за нощувки","https://www.olx.bg/ads/user/fUIQ/","Последно онлайн 11 ноември 2024 г."
"Екскурзии, почивки","Ателие в Старият град на Поморие","40 лв.По договаряне","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Ателие за непушачи(с балкон за целта, гледка към вътрешен двор) 2+1+детска сгъваема кошара. Намира се на 3-ти жилищен етаж, асансьор. На 5 мин. от плажа, в близост до центъра на града, на 2-3 минути от супермаркети и сладкарница, на 400 м. от санаториума. Състои се от стая с кухненски бокс, балкон и баня. В стаята има разтегателен диван, единично легло, детска кошара, скрин, текстилен гардероб, маса с 4 стола, детско столче, климатик, сешоар, спално бельо, кърпи за баня, олекотени завивки, гладачна дъска, ютия, простир, прахосмукачка, телевизия и Wi-Fi Кухненски бокс – шкаф, мивка, еър фрайър, електрическа кана, филтрираща кана за вода, хладилник, пералня, кухненска посуда. Баня с WC, душ кабина, кофа, стирка, метла и лопатка, леген, хигиенни консумативи. Цени за нощувка на помещението според броя наематели и нощувки: - цена само за една нощувка 60 лв. - при минимално три броя нощувки цени за: юни 35-45 лв. юли 40-50 лв. август 40-50 лв. септември 35-45 лв. до 10% отстъпка за по-дълъг период. Възможност за осигуряване на велосипед и автомобил под наем. Паркиране на улицата или на неохраняем паркинг.","Весела Цветкова","https://www.olx.bg/ads/user/97fF/","Последно онлайн 29 октомври 2024 г."
"Екскурзии, почивки","Нощувки в Хостел Мусала","28 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","ХОСТЕЛ МУСАЛА предлага бюджетно пренощуване на студенти, работещи и туристи. Разположен в сърцето на Варна, на пешеходно разстояние от университети, държавни учреждения и болници.В близост до плажа , Морска градина , пристанище и ЖП Гара. Разполагаме с т с двойни стаи и апартаменти за четирима.Отличава ни възможността да се настаните в бюджетна стая с 4 или с 8 легла и да използвате както общата кухня, така и общите санитарни помещения.Всяко легло разполага със заключващо се гардеробче, контакт и нощна лампа.Всички помещения са климатизирани. Месечен наем : легло в 8 местна стая - 350 лв легло в 4 местна стая - 450 лв самостоятелна стая - 900 лв Цената е с включени всички разходи, на хотелски начала. .","Боян Керемидчиев","https://www.olx.bg/ads/user/5vBp/","Последно онлайн 19 септември 2024 г."
"Екскурзии, почивки","Къща под наем, Гърция, Паралия Офринио","160 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Здравейте отдаваме вила под наем в Паралия Офринио,намираща се на 70м.от плажната ивица и централната улица.Вилата се състои от два самостоятелни етажа. Всеки етаж разполага с две спални, всекидневна с кухня и баня с тоалетна,тераса,оборудвани са с TV с цифрова телевизия, климатици,кухненски уреди и принадлежности.Настаняване до 6 човека в апартамент.На верандите има кът за хранене и отдих,а на двора барбекю. Цени за сезон 2024г. 1.06.24г.-30.06.24г.-80€/апартамент 1.07.24г.-31.08.24г.-110€/апартамент 1.09.24г.-30.09.24г.-80€/апартамент","Иван Николов","https://www.olx.bg/ads/user/1VNR/","Последно онлайн 25 май 2024 г."
"Екскурзии, почивки","”Еър Сий Хоум” 2-стаен лукс на топ-центъра","80 лв.","https://frankfurt.apollo.olxcdn.com:443/v1/files/tcrfu4194uu72-BG/image;s=216x152;q=50","Минимум 2 вечери! Доплаща се еднократно 30 лв за финално почистване към цената на резервацията. За 3-ти, 4-ти гост + 10 лв на вечер. Цена за 31.12 - 130 лв !!! Апартамент за нощувки в топ центъра на Варна. На крачки от Морската градина, плажа и централната улица със заведения и магазини. Намира се на 6-тия етаж в нова сграда с асансьор. Състои се от спалня с двойно легло и дневна с разтегателен диван. От спалнята има излаз на балкон. В дневната има кухня с нови електроуреди и посуда. Може да се осигури детска кошара. Доплаща се еднократно 20 лв. Пушенето абсолютно забранено! Условия при резервиране: - Настаняване: след 15:00, напускане: до 11:00. Възможно е по-ранно настаняване (след 9:30) при наличност. Изисква се запитване. - Не се дава за празненства и партита, почасово или почасова работа, която изисква посещението целодневно или денонощно на различни хора (освен поименно споменатите в резервацията) в жилищната сграда и апартамента. - При окончателно напускане на наетото жилище, ключът се оставя на място, уточнено предварително със собственика/управителя или се предава лично на него или на почистващия персонал. - Изисква се 30% невъзвръщаем депозит от цялата сума като гаранция за гостите, че жилището е резервирано за тях и като обезщетение за блокираните дати, ако откажат резервацията. - Собственикът/управителят на апартамента може да върне капарото по всяко време при неочакван наложителен ремонт на наетото жилище или при неволно дублиране на резервацията, ако не може да се осигури друг подобен апартамент. - Нито „Ес Джи Естейтс” нито собственикът на апартамента могат да бъдат подведени под отговорност поради каквито и да били директни или индиректни щети, които могат да възникнат в резултат на използването на апартамента от госта, включително, но не само до повреди на лични вещи, загуби поради пожар, нараняване, кражба или други инциденти. Всички условия и правила за наемане на жилището можете да прочетете на www.varna-shortrent.com/firmena-politika/","Теодор Русев","https://www.olx.bghttp://varna-noshtuvki.olx.bg/home/","Последно онлайн 13 ноември 2024 г."
